claim_id,customer_id,make,accident_area,sex,marital_status,age,fault,policy_type,vehicle_category,vehicle_price_bucket,deductible,driver_rating,days_policy_accident,days_policy_claim,past_number_of_claims,age_of_vehicle,age_of_policyholder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change_claim,number_of_cars,base_policy,incident_period,fraud_reported
5523,5523,Accura,Urban,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jul,0
5524,5524,Pontiac,Urban,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Collision,1994-Jul,0
5525,5525,Mazda,Rural,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jun,0
5526,5526,Pontiac,Urban,Male,Single,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jun,0
5527,5527,Pontiac,Urban,Male,Married,64,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jun,0
5528,5528,BMW,Rural,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,2 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Jun,0
5529,5529,Pontiac,Rural,Female,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-May,0
5530,5530,Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1994-May,0
5531,5531,Mazda,Urban,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Apr,0
5532,5532,Pontiac,Urban,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Apr,0
5533,5533,Mazda,Urban,Female,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Apr,0
5534,5534,Chevrolet,Rural,Male,Married,58,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1994-Oct,0
5535,5535,Mazda,Urban,Male,Single,30,Third Party,Sport - Collision,Sport,more than 69000,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Oct,0
5536,5536,Pontiac,Urban,Male,Married,58,Third Party,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,3 to 4,All Perils,1994-Sep,0
5537,5537,Honda,Urban,Female,Single,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,0
5538,5538,Pontiac,Urban,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Jul,0
5539,5539,Pontiac,Urban,Male,Married,39,Third Party,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-May,0
5540,5540,Chevrolet,Urban,Male,Married,38,Policy Holder,Utility - All Perils,Utility,more than 69000,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Aug,1
5541,5541,Chevrolet,Urban,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,4,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Apr,0
5542,5542,Toyota,Rural,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Aug,1
5543,5543,Pontiac,Urban,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Apr,0
5544,5544,Chevrolet,Urban,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Feb,0
5545,5545,Honda,Urban,Female,Single,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,Liability,1994-Nov,0
5546,5546,Pontiac,Urban,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Nov,0
5547,5547,Chevrolet,Urban,Male,Single,21,Third Party,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jun,0
5548,5548,Toyota,Urban,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jun,0
5549,5549,Pontiac,Urban,Female,Married,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Aug,1
5550,5550,Ford,Urban,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Apr,0
5551,5551,Mazda,Rural,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Mar,0
5552,5552,Chevrolet,Rural,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,1 year,1 vehicle,All Perils,1994-Mar,0
5553,5553,Pontiac,Urban,Male,Single,21,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Liability,1994-Mar,0
5554,5554,Chevrolet,Urban,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Mar,0
5555,5555,Ford,Urban,Female,Married,51,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,1
5556,5556,Mazda,Urban,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Oct,0
5557,5557,Honda,Urban,Male,Single,37,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Aug,0
5558,5558,Mazda,Urban,Female,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1994-Jun,0
5559,5559,Mazda,Urban,Female,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Jun,0
5560,5560,Pontiac,Urban,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,500,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,2 to 3 years,1 vehicle,Collision,1994-May,0
5561,5561,Mazda,Urban,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,1994-May,0
5562,5562,Toyota,Urban,Male,Single,26,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Apr,0
5563,5563,Chevrolet,Urban,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Apr,0
5564,5564,Toyota,Urban,Male,Single,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Mar,0
5565,5565,Pontiac,Urban,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Mar,0
5566,5566,Toyota,Rural,Male,Married,28,Third Party,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,Liability,1994-Mar,0
5567,5567,Toyota,Urban,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Mar,0
5568,5568,Chevrolet,Urban,Male,Single,32,Third Party,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Mar,0
5569,5569,Pontiac,Urban,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Mar,0
5570,5570,Chevrolet,Urban,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Aug,1
5571,5571,Mazda,Urban,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Mar,0
5572,5572,Mazda,Urban,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Jun,0
5573,5573,Toyota,Urban,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Aug,0
5574,5574,Pontiac,Rural,Male,Married,38,Third Party,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-May,0
5575,5575,Accura,Urban,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Jan,0
5576,5576,Mazda,Urban,Male,Single,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jan,0
5577,5577,Toyota,Urban,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,3 to 4,Collision,1994-Jan,0
5578,5578,Pontiac,Urban,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Feb,0
5579,5579,Honda,Urban,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
5580,5580,Chevrolet,Urban,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,4,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Feb,0
5581,5581,Toyota,Urban,Male,Married,48,Third Party,Sedan - All Perils,Sedan,20000 to 29000,700,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1994-Feb,0
5582,5582,Toyota,Urban,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Feb,0
5583,5583,Pontiac,Urban,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
5584,5584,Pontiac,Urban,Male,Single,22,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,0
5585,5585,Mazda,Urban,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Feb,0
5586,5586,Mazda,Urban,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Feb,0
5587,5587,Chevrolet,Urban,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,Collision,1994-Mar,0
5588,5588,Accura,Urban,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Aug,1
5589,5589,Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Mar,0
5590,5590,VW,Urban,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1994-Mar,0
5591,5591,Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Oct,0
5592,5592,Toyota,Urban,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Aug,1
5593,5593,Chevrolet,Urban,Male,Married,39,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Jan,0
5594,5594,Pontiac,Urban,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
5595,5595,Toyota,Urban,Male,Married,35,Third Party,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Feb,0
5596,5596,Toyota,Urban,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
5597,5597,Pontiac,Urban,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
5598,5598,Pontiac,Urban,Male,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Feb,0
5599,5599,Pontiac,Urban,Male,Married,54,Third Party,Sedan - Collision,Sedan,less than 20000,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
5600,5600,Pontiac,Urban,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Feb,0
5601,5601,Mazda,Urban,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1994-Feb,0
5602,5602,Toyota,Urban,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
5603,5603,Toyota,Urban,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Feb,0
5604,5604,Mazda,Urban,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1994-Mar,0
5605,5605,Pontiac,Urban,Female,Married,38,Third Party,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Mar,0
5606,5606,Mazda,Urban,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Mar,0
5607,5607,Mazda,Urban,Female,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Apr,0
5608,5608,Mazda,Rural,Male,Single,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,Liability,1994-Jun,0
5609,5609,Toyota,Urban,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1994-Jun,0
5610,5610,Mazda,Urban,Male,Married,54,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Jun,0
5611,5611,Toyota,Urban,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,500,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,Liability,1994-Oct,0
5612,5612,Toyota,Urban,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Oct,0
5613,5613,Toyota,Urban,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Nov,0
